lieu,type_lieu,parent_lieu,parent_slug,marque,date_information,prix_paquet_eur,prix_paquet_local,devise_locale_code,devise_locale_nom,prix_moyen_eur_courant,prix_min_eur_courant,prix_max_eur_courant,prix_moyen_local_courant,prix_min_local_courant,prix_max_local_courant,date_derniere_mise_a_jour,annee_page,source_url,source_page_url,source_type
Aksaray,ville,Turquie,turquie,Marlboro,2025-11-24,1.84,90,£ (TRY),Livre turque,1.84,1.74,2.05,90,85,100,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/aksaray/,https://www.combien-coute.net/cigarette/turquie/aksaray/,detail
Alanya,ville,Turquie,turquie,Marlboro,2026-04-27,1.71,90,£ (TRY),Livre turque,1.71,1.65,1.95,90,87,103,2026-04-27,2026,https://www.combien-coute.net/cigarette/turquie/alanya/,https://www.combien-coute.net/cigarette/turquie/alanya/,detail
Ankara,ville,Turquie,turquie,Marlboro,2025-11-24,1.84,90,£ (TRY),Livre turque,1.84,1.74,2.25,90,85,110,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/ankara/,https://www.combien-coute.net/cigarette/turquie/ankara/,detail
Antalya,ville,Turquie,turquie,Marlboro,2026-04-22,1.85,98,£ (TRY),Livre turque,1.85,1.52,2.47,98,80,131,2026-04-22,2026,https://www.combien-coute.net/cigarette/turquie/antalya/,https://www.combien-coute.net/cigarette/turquie/antalya/,detail
Artvin,ville,Turquie,turquie,Marlboro,2024-06-30,1.85,65,£ (TRY),Livre turque,1.85,1.85,1.85,65,65,65,2024-06-30,2026,https://www.combien-coute.net/cigarette/turquie/artvin/,https://www.combien-coute.net/cigarette/turquie/artvin/,detail
Batman,ville,Turquie,turquie,Marlboro,2024-10-23,1.48,55,£ (TRY),Livre turque,1.48,,,55,,,2024-10-23,2026,https://www.combien-coute.net/cigarette/turquie/batman/,https://www.combien-coute.net/cigarette/turquie/batman/,detail
Bodrum,ville,Turquie,turquie,Marlboro,2026-04-14,1.71,89,£ (TRY),Livre turque,1.71,1.6,2.09,89,84,109,2026-04-14,2026,https://www.combien-coute.net/cigarette/turquie/bodrum/,https://www.combien-coute.net/cigarette/turquie/bodrum/,detail
Bursa,ville,Turquie,turquie,Marlboro,2026-04-27,1.9,100,£ (TRY),Livre turque,1.9,1.61,1.99,100,85,105,2026-04-27,2026,https://www.combien-coute.net/cigarette/turquie/bursa/,https://www.combien-coute.net/cigarette/turquie/bursa/,detail
Denizli,ville,Turquie,turquie,Marlboro,2025-11-23,1.84,90,£ (TRY),Livre turque,1.84,1.84,2.46,90,90,120,2025-11-23,2026,https://www.combien-coute.net/cigarette/turquie/denizli/,https://www.combien-coute.net/cigarette/turquie/denizli/,detail
Didim,ville,Turquie,turquie,Marlboro,2025-01-10,1.84,67,£ (TRY),Livre turque,1.84,,,67,,,2025-01-10,2026,https://www.combien-coute.net/cigarette/turquie/didim/,https://www.combien-coute.net/cigarette/turquie/didim/,detail
Erzincan,ville,Turquie,turquie,Marlboro,2017-11-21,2.38,11,£ (TRY),Livre turque,2.38,2.38,2.38,11,11,11,2017-11-21,2026,https://www.combien-coute.net/cigarette/turquie/erzincan/,https://www.combien-coute.net/cigarette/turquie/erzincan/,detail
Erzurum,ville,Turquie,turquie,Marlboro,2024-06-09,1.86,65,£ (TRY),Livre turque,1.86,1.86,1.86,65,65,65,2024-06-09,2026,https://www.combien-coute.net/cigarette/turquie/erzurum/,https://www.combien-coute.net/cigarette/turquie/erzurum/,detail
Gaziantep,ville,Turquie,turquie,Marlboro,2026-04-13,1.73,91,£ (TRY),Livre turque,1.73,1.63,1.92,91,85,101,2026-04-13,2026,https://www.combien-coute.net/cigarette/turquie/gaziantep/,https://www.combien-coute.net/cigarette/turquie/gaziantep/,detail
Gebze,ville,Turquie,turquie,Marlboro,2025-11-24,1.74,85,£ (TRY),Livre turque,1.74,1.74,2.05,85,85,100,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/gebze/,https://www.combien-coute.net/cigarette/turquie/gebze/,detail
Giresun,ville,Turquie,turquie,Marlboro,2026-04-30,1.71,90,£ (TRY),Livre turque,1.71,1.61,1.9,90,85,100,2026-04-30,2026,https://www.combien-coute.net/cigarette/turquie/giresun/,https://www.combien-coute.net/cigarette/turquie/giresun/,detail
Isparta,ville,Turquie,turquie,Marlboro,2026-05-01,1.6,84,£ (TRY),Livre turque,1.6,1.6,1.95,84,84,103,2026-05-01,2026,https://www.combien-coute.net/cigarette/turquie/isparta/,https://www.combien-coute.net/cigarette/turquie/isparta/,detail
Istanbul,ville,Turquie,turquie,Marlboro,2025-11-24,1.84,90,£ (TRY),Livre turque,1.84,1.74,2.05,90,85,100,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/istanbul/,https://www.combien-coute.net/cigarette/turquie/istanbul/,detail
Izmir,ville,Turquie,turquie,Marlboro,2026-04-22,1.9,100,£ (TRY),Livre turque,1.9,1.71,2.09,100,90,110,2026-04-22,2026,https://www.combien-coute.net/cigarette/turquie/izmir/,https://www.combien-coute.net/cigarette/turquie/izmir/,detail
Karabuk,ville,Turquie,turquie,Marlboro,2025-11-24,1.74,85,£ (TRY),Livre turque,1.74,1.62,2.86,85,79,139,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/karabuk/,https://www.combien-coute.net/cigarette/turquie/karabuk/,detail
Karaman,ville,Turquie,turquie,Marlboro,2026-04-30,1.71,90,£ (TRY),Livre turque,1.71,1.65,2.09,90,87,110,2026-04-30,2026,https://www.combien-coute.net/cigarette/turquie/karaman/,https://www.combien-coute.net/cigarette/turquie/karaman/,detail
Kastamonu,ville,Turquie,turquie,Marlboro,2017-11-21,2.6,12,£ (TRY),Livre turque,2.6,,,12,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/turquie/kastamonu/,https://www.combien-coute.net/cigarette/turquie/kastamonu/,detail
Kayseri,ville,Turquie,turquie,Marlboro,2026-04-30,1.71,90,£ (TRY),Livre turque,1.71,1.61,1.9,90,85,100,2026-04-30,2026,https://www.combien-coute.net/cigarette/turquie/kayseri/,https://www.combien-coute.net/cigarette/turquie/kayseri/,detail
Konya,ville,Turquie,turquie,Marlboro,2025-11-24,1.87,91,£ (TRY),Livre turque,1.87,1.64,2.66,91,80,130,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/konya/,https://www.combien-coute.net/cigarette/turquie/konya/,detail
Malatya,ville,Turquie,turquie,Marlboro,2026-04-27,1.71,90,£ (TRY),Livre turque,1.71,1.61,1.8,90,85,95,2026-04-27,2026,https://www.combien-coute.net/cigarette/turquie/malatya/,https://www.combien-coute.net/cigarette/turquie/malatya/,detail
Manavgat,ville,Turquie,turquie,Marlboro,2026-04-28,1.7,90,£ (TRY),Livre turque,1.7,1.7,2.08,90,90,110,2026-04-28,2026,https://www.combien-coute.net/cigarette/turquie/manavgat/,https://www.combien-coute.net/cigarette/turquie/manavgat/,detail
Mardin,ville,Turquie,turquie,Marlboro,2026-04-27,1.8,95,£ (TRY),Livre turque,1.8,1.61,1.99,95,85,105,2026-04-27,2026,https://www.combien-coute.net/cigarette/turquie/mardin/,https://www.combien-coute.net/cigarette/turquie/mardin/,detail
Marmaris,ville,Turquie,turquie,Marlboro,2026-04-27,1.71,90,£ (TRY),Livre turque,1.71,1.71,2.09,90,90,110,2026-04-27,2026,https://www.combien-coute.net/cigarette/turquie/marmaris/,https://www.combien-coute.net/cigarette/turquie/marmaris/,detail
Ordu,ville,Turquie,turquie,Marlboro,2026-04-30,1.9,100,£ (TRY),Livre turque,1.9,1.52,2.28,100,80,120,2026-04-30,2026,https://www.combien-coute.net/cigarette/turquie/ordu/,https://www.combien-coute.net/cigarette/turquie/ordu/,detail
Rize,ville,Turquie,turquie,Marlboro,2024-06-30,1.85,65,£ (TRY),Livre turque,1.85,1.85,1.85,65,65,65,2024-06-30,2026,https://www.combien-coute.net/cigarette/turquie/rize/,https://www.combien-coute.net/cigarette/turquie/rize/,detail
Samsun,ville,Turquie,turquie,Marlboro,2026-04-30,1.9,100,£ (TRY),Livre turque,1.9,1.61,1.9,100,85,100,2026-04-30,2026,https://www.combien-coute.net/cigarette/turquie/samsun/,https://www.combien-coute.net/cigarette/turquie/samsun/,detail
Sidé,ville,Turquie,turquie,Marlboro,2026-04-22,1.71,90,£ (TRY),Livre turque,1.71,1.71,2.09,90,90,110,2026-04-22,2026,https://www.combien-coute.net/cigarette/turquie/side/,https://www.combien-coute.net/cigarette/turquie/side/,detail
Siirt,ville,Turquie,turquie,Marlboro,2024-03-30,1.66,58,£ (TRY),Livre turque,1.66,1.66,1.66,58,58,58,2024-03-30,2026,https://www.combien-coute.net/cigarette/turquie/siirt/,https://www.combien-coute.net/cigarette/turquie/siirt/,detail
Sivas,ville,Turquie,turquie,Marlboro,2026-04-29,1.52,80,£ (TRY),Livre turque,1.52,1.52,1.89,80,80,100,2026-04-29,2026,https://www.combien-coute.net/cigarette/turquie/sivas/,https://www.combien-coute.net/cigarette/turquie/sivas/,detail
Trabzon,ville,Turquie,turquie,Marlboro,2026-04-22,1.7,90,£ (TRY),Livre turque,1.7,1.61,1.9,90,85,100,2026-04-22,2026,https://www.combien-coute.net/cigarette/turquie/trabzon/,https://www.combien-coute.net/cigarette/turquie/trabzon/,detail
Van,ville,Turquie,turquie,Marlboro,2026-04-22,1.71,90,£ (TRY),Livre turque,1.71,1.52,1.9,90,80,100,2026-04-22,2026,https://www.combien-coute.net/cigarette/turquie/van/,https://www.combien-coute.net/cigarette/turquie/van/,detail
Zonguldak,ville,Turquie,turquie,Marlboro,2026-04-30,1.68,89,£ (TRY),Livre turque,1.68,1.46,2.09,89,77,110,2026-04-30,2026,https://www.combien-coute.net/cigarette/turquie/zonguldak/,https://www.combien-coute.net/cigarette/turquie/zonguldak/,detail
Édirne,ville,Turquie,turquie,Marlboro,2025-11-24,1.74,85,£ (TRY),Livre turque,1.74,1.53,3,85,75,146,2025-11-24,2026,https://www.combien-coute.net/cigarette/turquie/edirne/,https://www.combien-coute.net/cigarette/turquie/edirne/,detail
Éphèse,ville,Turquie,turquie,Marlboro,2024-09-09,2.39,90,£ (TRY),Livre turque,2.39,2.12,2.39,90,80,90,2024-09-09,2026,https://www.combien-coute.net/cigarette/turquie/ephese/,https://www.combien-coute.net/cigarette/turquie/ephese/,detail
Bila Tserkva,ville,Ukraine,ukraine,Marlboro,2025-11-24,2.05,100,₴ (UAH),Hryvnia,2.05,2.05,2.47,100,100,120,2025-11-24,2026,https://www.combien-coute.net/cigarette/ukraine/bila-tserkva/,https://www.combien-coute.net/cigarette/ukraine/bila-tserkva/,detail
Chernivtsi,ville,Ukraine,ukraine,Marlboro,2026-04-22,2.32,121,₴ (UAH),Hryvnia,2.32,1.93,2.9,121,100,151,2026-04-22,2026,https://www.combien-coute.net/cigarette/ukraine/chernivtsi/,https://www.combien-coute.net/cigarette/ukraine/chernivtsi/,detail
Donetsk,ville,Ukraine,ukraine,Marlboro,2026-04-26,2.33,120,₴ (UAH),Hryvnia,2.33,1.94,3.41,120,100,176,2026-04-26,2026,https://www.combien-coute.net/cigarette/ukraine/donetsk/,https://www.combien-coute.net/cigarette/ukraine/donetsk/,detail
Drohobych,ville,Ukraine,ukraine,Marlboro,2026-04-21,2.35,122,₴ (UAH),Hryvnia,2.35,2.11,3.27,122,110,170,2026-04-21,2026,https://www.combien-coute.net/cigarette/ukraine/drohobych/,https://www.combien-coute.net/cigarette/ukraine/drohobych/,detail
Horlivka,ville,Ukraine,ukraine,Marlboro,2026-04-21,2.31,120,₴ (UAH),Hryvnia,2.31,1.83,2.54,120,95,132,2026-04-21,2026,https://www.combien-coute.net/cigarette/ukraine/horlivka/,https://www.combien-coute.net/cigarette/ukraine/horlivka/,detail
Jytomyr,ville,Ukraine,ukraine,Marlboro,2025-11-24,2.77,135,₴ (UAH),Hryvnia,2.77,2.05,3.29,135,100,160,2025-11-24,2026,https://www.combien-coute.net/cigarette/ukraine/jytomyr/,https://www.combien-coute.net/cigarette/ukraine/jytomyr/,detail
Kharkiv,ville,Ukraine,ukraine,Marlboro,2026-04-26,2.33,120,₴ (UAH),Hryvnia,2.33,1.94,2.42,120,100,125,2026-04-26,2026,https://www.combien-coute.net/cigarette/ukraine/kharkiv/,https://www.combien-coute.net/cigarette/ukraine/kharkiv/,detail
Kherson,ville,Ukraine,ukraine,Marlboro,2026-04-24,2.34,121,₴ (UAH),Hryvnia,2.34,2.24,3.9,121,115,201,2026-04-24,2026,https://www.combien-coute.net/cigarette/ukraine/kherson/,https://www.combien-coute.net/cigarette/ukraine/kherson/,detail
Konotop,ville,Ukraine,ukraine,Marlboro,2026-04-21,2.31,120,₴ (UAH),Hryvnia,2.31,1.92,2.4,120,100,125,2026-04-21,2026,https://www.combien-coute.net/cigarette/ukraine/konotop/,https://www.combien-coute.net/cigarette/ukraine/konotop/,detail
Krementchouk,ville,Ukraine,ukraine,Marlboro,2026-04-20,2.31,120,₴ (UAH),Hryvnia,2.31,2.12,2.89,120,110,150,2026-04-20,2026,https://www.combien-coute.net/cigarette/ukraine/krementchouk/,https://www.combien-coute.net/cigarette/ukraine/krementchouk/,detail
Kyiv (Kiev),ville,Ukraine,ukraine,Marlboro,2025-11-25,2.55,124,₴ (UAH),Hryvnia,2.55,2.45,3.06,124,119,149,2025-11-25,2026,https://www.combien-coute.net/cigarette/ukraine/kiev/,https://www.combien-coute.net/cigarette/ukraine/kiev/,detail
Loubny,ville,Ukraine,ukraine,Marlboro,2026-04-18,2.33,120,₴ (UAH),Hryvnia,2.33,1.94,2.43,120,100,125,2026-04-18,2026,https://www.combien-coute.net/cigarette/ukraine/loubny/,https://www.combien-coute.net/cigarette/ukraine/loubny/,detail
Lviv,ville,Ukraine,ukraine,Marlboro,2026-04-26,2.37,122,₴ (UAH),Hryvnia,2.37,2.13,2.91,122,110,150,2026-04-26,2026,https://www.combien-coute.net/cigarette/ukraine/lviv/,https://www.combien-coute.net/cigarette/ukraine/lviv/,detail
Marioupol,ville,Ukraine,ukraine,Marlboro,2026-04-21,2.4,125,₴ (UAH),Hryvnia,2.4,2.21,3.84,125,115,200,2026-04-21,2026,https://www.combien-coute.net/cigarette/ukraine/marioupol/,https://www.combien-coute.net/cigarette/ukraine/marioupol/,detail
Nikopol',ville,Ukraine,ukraine,Marlboro,2026-05-01,2.33,120,₴ (UAH),Hryvnia,2.33,1.94,2.42,120,100,125,2026-05-01,2026,https://www.combien-coute.net/cigarette/ukraine/nikopol/,https://www.combien-coute.net/cigarette/ukraine/nikopol/,detail
Odessa,ville,Ukraine,ukraine,Marlboro,2026-04-22,2.46,128,₴ (UAH),Hryvnia,2.46,2.22,2.7,128,115,140,2026-04-22,2026,https://www.combien-coute.net/cigarette/ukraine/odessa/,https://www.combien-coute.net/cigarette/ukraine/odessa/,detail
Oleksandriya,ville,Ukraine,ukraine,Marlboro,2024-01-22,2.07,85,₴ (UAH),Hryvnia,2.07,1.7,2.31,85,70,95,2024-01-22,2026,https://www.combien-coute.net/cigarette/ukraine/oleksandriya/,https://www.combien-coute.net/cigarette/ukraine/oleksandriya/,detail
Oujhorod,ville,Ukraine,ukraine,Marlboro,2025-11-24,2.26,110,₴ (UAH),Hryvnia,2.26,2.05,3.49,110,100,170,2025-11-24,2026,https://www.combien-coute.net/cigarette/ukraine/oujhorod/,https://www.combien-coute.net/cigarette/ukraine/oujhorod/,detail
Poltava,ville,Ukraine,ukraine,Marlboro,2026-04-20,2.8,145,₴ (UAH),Hryvnia,2.8,2.31,3.37,145,120,175,2026-04-20,2026,https://www.combien-coute.net/cigarette/ukraine/poltava/,https://www.combien-coute.net/cigarette/ukraine/poltava/,detail
Shepetivka,ville,Ukraine,ukraine,Marlboro,2026-04-17,2.33,119,₴ (UAH),Hryvnia,2.33,2.23,2.33,119,114,119,2026-04-17,2026,https://www.combien-coute.net/cigarette/ukraine/shepetivka/,https://www.combien-coute.net/cigarette/ukraine/shepetivka/,detail
Simferopol,ville,Ukraine,ukraine,Marlboro,2026-04-23,2.16,112,₴ (UAH),Hryvnia,2.16,2.05,2.72,112,106,141,2026-04-23,2026,https://www.combien-coute.net/cigarette/ukraine/simferopol/,https://www.combien-coute.net/cigarette/ukraine/simferopol/,detail
Soumy,ville,Ukraine,ukraine,Marlboro,2026-04-22,2.46,128,₴ (UAH),Hryvnia,2.46,2.32,3.09,128,121,161,2026-04-22,2026,https://www.combien-coute.net/cigarette/ukraine/soumy/,https://www.combien-coute.net/cigarette/ukraine/soumy/,detail
